postid,postyear,postdate,en_title,en_pageid,ar,ar_pageid,ar_title,zh,zh_pageid,zh_title,es,es_pageid,es_title,topic,category,updated_topic
1008,2013,16-Sep,2013 Colorado floods,40522749,FALSE,,,FALSE,,,TRUE,5994747,Inundaciones de Colorado de 2013,3,Other,1
1009,2013,16-Sep,Costa Concordia disaster,34381867,FALSE,,,TRUE,1797247,歌詩達協和號觸礁事故,TRUE,5037581,Accidente del Costa Concordia,0,Other,5
1010,2013,16-Sep,Costa Concordia,4624612,TRUE,1211937,كوستا كونكورديا,TRUE,1797063,歌詩達協和號,TRUE,5032733,Costa Concordia,2,Society and social science,4
1012,2013,13-Sep,Ray Dolby,603335,TRUE,1809416,راي دولبي,TRUE,3623518,雷·杜比,TRUE,476910,Ray Dolby,5,Person,2
1013,2013,12-Sep,Voyager 1,32781,TRUE,466801,فوياجر 1,TRUE,111232,旅行者1号,TRUE,11959,Voyager 1,-1,Science and nature,6
1014,2013,11-Sep,Catalan Way,39831254,FALSE,,,TRUE,3608331,加泰羅尼亞之路,TRUE,5897444,Vía Catalana hacia la Independencia,-1,Other,6
1015,2013,10-Sep,Thomas Bach,18991065,TRUE,1775885,توماس باخ,TRUE,3617637,托马斯·巴赫,TRUE,5988208,Thomas Bach,5,Person,2
1016,2013,9-Sep,"Norwegian parliamentary election, 2013",37235915,TRUE,2448169,الانتخابات البرلمانية النرويجية 2013,FALSE,,,TRUE,6012865,Elecciones parlamentarias de Noruega de 2013,4,Society and social science,3
1017,2013,9-Sep,Sunset at Montmajour,40484409,TRUE,1776234,غروب الشمس في مونماجور,TRUE,3622210,蒙馬儒的日落,TRUE,5987703,Puesta del sol en Montmajour,-1,Art and culture,6
1018,2013,7-Sep,Minotaur V,22603386,FALSE,,,TRUE,3619801,米諾陶5號運載火箭,TRUE,5986496,Minotaur V,-1,Science and nature,6
1019,2013,7-Sep,125th IOC Session,32583877,FALSE,,,FALSE,,,TRUE,5852848,125.ª Sesión del Comité Olímpico Internacional,5,None,2
1020,2013,7-Sep,"Australian federal election, 2013",27837851,FALSE,,,TRUE,3350465,2013年澳洲聯邦大選,TRUE,5664447,Elecciones federales de Australia de 2013,1,Society and social science,3
1023,2013,5-Sep,Tamu Massif,40455220,TRUE,1772290,تامو ماسيف,TRUE,3617553,大塔穆火山,TRUE,5984063,Macizo Tamu,2,Geography and place,4
1024,2013,3-Sep,Frederik Pohl,11736,TRUE,4968957,فريدريك بول,TRUE,4753170,弗雷德里克·波爾,TRUE,19419,Frederik Pohl,5,Person,2
1025,2013,3-Sep,Library of Birmingham,25922226,TRUE,1768988,مكتبة برمنغهام,TRUE,3616736,伯明翰图书馆,TRUE,6077411,Biblioteca de Birmingham,6,Other,1
1026,2013,2-Sep,Ronald Coase,26354,TRUE,126041,رونالد كوس,TRUE,168197,罗纳德·科斯,TRUE,273540,Ronald Coase,5,Person,2
1027,2013,2-Sep,Diana Nyad,2329635,FALSE,,,TRUE,3770027,黛安娜·耐德,TRUE,5978732,Diana Nyad,6,Person,1
1028,2013,2-Sep,Verizon Wireless,468631,TRUE,754243,فيرايزون وايرلس,TRUE,1795826,威訊無線,TRUE,1759843,Verizon Wireless,-1,Society and social science,6
1030,2013,30-Oct,2013 World Series,33367124,FALSE,,,TRUE,3676482,2013年世界大賽,TRUE,6032860,Serie Mundial de 2013,2,Sports,4
1031,2013,29-Oct,Marmaray,1040340,TRUE,1819792,مرمراي,TRUE,530917,马尔马拉铁路,TRUE,6044722,Marmaray,-1,Society and social science,6
1032,2013,28-Oct,"Argentine legislative election, 2013",38471543,FALSE,,,FALSE,,,TRUE,5549954,Elecciones legislativas de Argentina de 2013,1,Society and social science,3
1033,2013,28-Oct,Tadeusz Mazowiecki,927699,TRUE,2938789,تاديوس مازوفيتسكي,TRUE,3309819,塔德乌什·马佐维耶茨基,TRUE,1848660,Tadeusz Mazowiecki,5,Person,2
1034,2013,25-Oct,Marcia Wallace,113163,TRUE,3769190,مارسيا والاس,FALSE,,,TRUE,1581019,Marcia Wallace,5,Person,2
1035,2013,24-Oct,Anthony Caro,680912,TRUE,3219651,أنتوني كارو,FALSE,,,TRUE,1612058,Anthony Caro,5,Person,2
1036,2013,24-Oct,z8_GND_5296,40874497,TRUE,1813712,Z8 GND 5296,TRUE,3703044,Z8 GND 5296,TRUE,6039158,Z8 GND 5296,-1,Science and nature,6
1038,2013,18-Oct,"United Nations Security Council election, 2013",30278734,TRUE,1812355,انتخاب مجلس الأمن التابع للأمم المتحدة 2013,FALSE,,,FALSE,,,1,Society and social science,3
1039,2013,16-Oct,Lao Airlines Flight 301,40809613,TRUE,1806884,خطوط لاو الجوية الرحلة 301,TRUE,3682657,寮國航空301號班機空難,TRUE,6028863,Vuelo 301 de Lao Airlines,0,Society and social science,5
1042,2013,14-Oct,Eugene Fama,301227,TRUE,274500,يوجين فاما,TRUE,1159751,尤金·法马,TRUE,1558077,Eugene Fama,2,Person,4
1043,2013,14-Oct,Lars Peter Hansen,3313162,TRUE,1855541,لارس بيتر هانسن,TRUE,3679896,拉尔斯·彼得·汉森,TRUE,6026019,Lars Peter Hansen,2,Person,4
1045,2013,12-Oct,Oscar Hijuelos,3995991,FALSE,,,FALSE,,,TRUE,2755068,Oscar Hijuelos,2,Person,4
1046,2013,11-Oct,Cyclone Phailin,40755107,FALSE,,,TRUE,3675421,氣旋費林,TRUE,6022317,Ciclón Phailin,0,Science and nature,5
1047,2013,11-Oct,Organisation for the Prohibition of Chemical Weapons,36832,TRUE,1782534,منظمة حظر الأسلحة الكيميائية,TRUE,3676523,禁止化學武器組織,TRUE,4460204,Organización para la Prohibición de las Armas Químicas,-1,Society and social science,6
1048,2013,10-Oct,Scott Carpenter,331379,TRUE,3284330,سكوت كاربنتر,TRUE,369860,斯科特·卡彭特,TRUE,6022004,Scott Carpenter,5,Person,2
1049,2013,10-Oct,Alice Munro,290474,TRUE,1800334,آليس مونرو,TRUE,1141607,艾丽斯·芒罗,TRUE,1252817,Alice Munro,2,Person,4
1050,2013,10-Oct,Malala Yousafzai,33983258,TRUE,1472398,ملالا يوسفزي,TRUE,3099223,马拉拉·优素福扎伊,TRUE,5436734,Malala Yousafzai,2,Person,4
1051,2013,10-Oct,Sakharov Prize,1055590,TRUE,1191200,جائزة سخاروف لحرية الفكر,TRUE,630699,萨哈罗夫奖,TRUE,217807,Premio Sájarov,2,Art and culture,4
1052,2013,9-Oct,"Azerbaijani presidential election, 2013",37222653,TRUE,3330902,الانتخابات الرئاسية الأذربيجانية 2013,FALSE,,,TRUE,6019413,Elecciones presidenciales de Azerbaiyán de 2013,1,Society and social science,3
1053,2013,7-Oct,James Rothman,1568873,TRUE,1799337,جيمس روثمان,TRUE,1795787,詹姆斯·罗思曼,TRUE,6017789,James E. Rothman,5,Person,2
1054,2013,7-Oct,Randy Schekman,1568950,TRUE,1798886,راندي شيكمان,TRUE,1717421,兰迪·谢克曼,TRUE,6017794,Randy Schekman,5,Person,2
1058,2013,3-Oct,The Gambia,65656,TRUE,3903,غامبيا,TRUE,57856,冈比亚,TRUE,937175,Gambia,-1,Other,6
1059,2013,29-Nov,LAM Mozambique Airlines Flight 470,41228406,TRUE,1855314,خطوط موزمبيق الرحلة 470,TRUE,3739279,LAM莫三比克航空470號班機空難,TRUE,6087910,Vuelo 470 de LAM Aerolíneas de Mozambique,0,Society and social science,5
1060,2013,28-Nov,Valdis Dombrovskis,1484768,TRUE,3337781,فالديس دومبروفسكيس,TRUE,1010162,瓦尔迪斯·东布罗夫斯基斯,TRUE,2414771,Valdis Dombrovskis,4,Person,3
1061,2013,27-Nov,Bay Psalm Book,390502,FALSE,,,TRUE,3735943,海灣聖詩,TRUE,3212921,Bay Psalm Book,-1,None,6
1062,2013,22-Nov,Maurice Vachon,2180797,FALSE,,,FALSE,,,TRUE,6074731,Maurice Vachon,5,Person,2
1063,2013,22-Nov,World Chess Championship 2013,32768829,TRUE,1640837,بطولة العالم للشطرنج 2013,TRUE,3395614,2013年国际象棋世界冠军对抗赛,TRUE,5940335,Campeonato Mundial de Ajedrez 2013,2,None,4
1065,2013,19-Nov,2013_Iranian_embassy_bombing,41126862,TRUE,1841972,تفجير السفارة الإيرانية في بيروت,TRUE,3729422,2013年伊朗駐黎巴嫩大使館爆炸案,FALSE,,,0,Other,5
1066,2013,18-Nov,MAVEN,19335567,TRUE,1840523,مافن (مسبار),TRUE,1339267,MAVEN,TRUE,6069441,MAVEN,-1,Science and nature,6
1068,2013,17-Nov,Doris Lessing,88893,TRUE,235374,دوريس ليسينغ,TRUE,639778,多丽丝·莱辛,TRUE,77080,Doris Lessing,5,Person,2
1069,2013,16-Nov,"Maldivian presidential election, 2013",34900731,FALSE,,,FALSE,,,TRUE,7840522,Elecciones presidenciales de Maldivas de noviembre de 2013,1,Society and social science,3
1073,2013,12-Nov,Three Studies of Lucian Freud,41066300,FALSE,,,FALSE,,,TRUE,6072016,Tres estudios de Lucian Freud,-1,Art and culture,6
1074,2013,12-Nov,Francis Bacon (artist),206186,TRUE,2654819,فرانسيس بيكون (رسام),TRUE,1105677,弗兰西斯·培根 (画家),TRUE,102375,Francis Bacon (pintor),5,Person,2
1075,2013,12-Nov,John Tavener,190288,TRUE,3132718,جون تافينار,TRUE,1176152,约翰·塔文纳,TRUE,532906,John Tavener,5,None,2
1077,2013,10-Nov,2013 Grand Prix motorcycle racing season,32984771,FALSE,,,TRUE,3421223,2013年世界摩托車錦標賽,TRUE,5369114,Temporada 2013 del Campeonato del Mundo de Motociclismo,2,None,4
1080,2013,7-Nov,European Central Bank,9474,TRUE,559481,البنك المركزي الأوروبي,TRUE,159889,欧洲中央银行,TRUE,32606,Banco Central Europeo,-1,Society and social science,6
1084,2013,5-Nov,Mars Orbiter Mission,36627950,TRUE,1535916,مانجاليان,TRUE,3709782,火星軌道探測器,TRUE,6051694,Mars Orbiter Mission,-1,Science and nature,6
1086,2013,3-Nov,2013 New York City Marathon,39193767,TRUE,2648726,ماراثون مدينة نيويورك 2013,FALSE,,,FALSE,,,2,Sports,4
1087,2013,3-Nov,Nazi plunder,3005707,TRUE,1827305,سرقة نازية,FALSE,,,FALSE,,,6,None,1
1088,2013,3-Nov,2013 Japan Series,40908084,FALSE,,,TRUE,3695290,2013年日本大賽,FALSE,,,2,Sports,4
1089,2013,1-Nov,Hakimullah Mehsud,22990934,TRUE,857434,حكيم الله محسود,TRUE,3710982,哈基穆拉·马哈苏德,TRUE,6049962,Hakimullah Mehsud,0,Person,5
1091,2013,31-Dec,Euro,9472,TRUE,1293,يورو,TRUE,13545,欧元,TRUE,1013,Euro,-1,Society and social science,6
1094,2013,28-Dec,Soyuz-2-1v,22372406,FALSE,,,TRUE,2821897,聯合-1號火箭,FALSE,,,0,Science and nature,5
1095,2013,24-Dec,Alan Turing,1208,TRUE,66981,آلان تورنغ,TRUE,3999,艾伦·图灵,TRUE,9382,Alan Turing,5,Person,2
1096,2013,20-Dec,Mikhail Khodorkovsky,299696,TRUE,1877033,ميخائيل خودوركوفسكي,TRUE,1489930,米哈伊尔·霍多尔科夫斯基,TRUE,797277,Mijaíl Jodorkovski,5,Person,2
1097,2013,19-Dec,Gaia (spacecraft),801330,TRUE,1854505,غايا (مسبار فضائي),TRUE,3593599,盖亚任务,TRUE,434185,Gaia (sonda espacial),-1,Science and nature,6
1100,2013,15-Dec,"Chilean general election, 2013",34587830,TRUE,2448632,الانتخابات العامة التشيلية 2013,TRUE,3760493,2013年智利大選,TRUE,4316766,Elección presidencial de Chile de 2013,1,Society and social science,3
1102,2013,14-Dec,Chang'e 3,25781922,TRUE,1857458,تشانج آه 3,TRUE,1456053,嫦娥三号,TRUE,5375914,Chang'e 3,6,Science and nature,1
1103,2013,14-Dec,Yutu (rover),41295436,FALSE,,,TRUE,3741644,玉兔号月球车,TRUE,6106337,Yutu,-1,Science and nature,6
1104,2013,12-Dec,Jang Song-thaek,12846013,TRUE,1868639,جانغ سونغ تايك,TRUE,1089012,张成泽,TRUE,6097234,Jang Song-thaek,6,Person,1
1105,2013,7-Dec,Bali Package,41296425,TRUE,2798419,صفقة بالي,FALSE,,,TRUE,6163535,Acuerdos de Bali,-1,Society and social science,6
1106,2013,5-Dec,Nelson Mandela,21492751,TRUE,3363,نيلسون مانديلا,TRUE,36986,纳尔逊·曼德拉,TRUE,6448445,Nelson Mandela,5,Person,2
1107,2013,5-Dec,Central African Republic conflict under the Djotodia administration,41257820,FALSE,,,FALSE,,,TRUE,6141445,Conflicto en la República Centroafricana bajo la administración de Djotodia,0,Society and social science,5
1110,2013,4-Dec,National Security Agency,21939,TRUE,193072,وكالة الأمن القومي الأمريكية,TRUE,284125,美国国家安全局,TRUE,152235,Agencia de Seguridad Nacional,6,Society and social science,1
1111,2013,1-Dec,Chang'e 3,25781922,TRUE,1857458,تشانج آه 3,TRUE,1456053,嫦娥三号,TRUE,5375914,Chang'e 3,6,Science and nature,1
1114,2014,30-Jan,Sappho,27784,TRUE,180644,صافو,TRUE,187017,莎孚,TRUE,1105166,Safo de Mitilene,6,None,1
1116,2014,27-Jan,Pete Seeger,141833,TRUE,1792373,بيت سيغر,TRUE,1097260,皮特·西格,TRUE,271825,Pete Seeger,5,Person,2
1119,2014,26-Jan,2014 Australian Open,36764633,TRUE,1919883,أستراليا المفتوحة 2014,TRUE,3785898,2014年澳洲網球公開賽,TRUE,6071764,Abierto de Australia 2014,2,Sports,4
1120,2014,24-Jan,SN 2014J,41722814,FALSE,,,TRUE,3808095,SN 2014J,TRUE,6163853,SN 2014J,6,Science and nature,1
1121,2014,22-Jan,Ceres (dwarf planet),5595163,TRUE,64663,سيريس (كوكب قزم),TRUE,79240,穀神星,TRUE,12520,Ceres (planeta enano),6,Science and nature,1
1123,2014,22-Jan,2014 Hrushevskoho Street riots,41704996,FALSE,,,TRUE,4070457,2014年格鲁舍夫斯基大街骚乱,TRUE,6155196,Disturbios en la avenida Hrushevskoho en Kiev de 2014,0,Other,5
1125,2014,18-Jan,Ball lightning,194422,TRUE,589729,كرة البرق,TRUE,153710,球状闪电,TRUE,108976,Rayo globular,6,Science and nature,1
1126,2014,17-Jan,Hiroo Onoda,209904,TRUE,1916858,هيرو أونودا,TRUE,699353,小野田寬郎,TRUE,4541395,Hirō Onoda,5,Person,2
1127,2014,17-Jan,Suchitra Sen,1939453,FALSE,,,FALSE,,,TRUE,4299180,Suchitra Sen,5,Person,2
1129,2014,15-Jan,"Egyptian constitutional referendum, 2014",40515898,TRUE,1912949,الاستفتاء الدستوري المصري 2014,FALSE,,,TRUE,6124850,Referéndum constitucional de Egipto de 2014,-1,Society and social science,6
1131,2014,13-Jan,2013 FIFA Ballon d'Or,40923232,TRUE,1833931,كرة الفيفا الذهبية 2013,FALSE,,,TRUE,6097146,FIFA Balón de Oro 2013,2,None,4
1132,2014,13-Jan,Cristiano Ronaldo,623737,TRUE,67878,كريستيانو رونالدو,TRUE,171663,基斯坦奴·朗拿度,TRUE,210682,Cristiano Ronaldo,2,Person,4
1133,2014,11-Jan,Ariel Sharon,2944,TRUE,59392,أرئيل شارون,TRUE,34956,阿里埃勒·沙龙,TRUE,25893,Ariel Sharón,5,Person,2
1135,2014,10-Jan,Central African Republic conflict under the Djotodia administration,41257820,FALSE,,,FALSE,,,TRUE,6141445,Conflicto en la República Centroafricana bajo la administración de Djotodia,-1,Society and social science,6
1136,2014,7-Jan,Run Run Shaw,211398,TRUE,4043100,رن رن شو,TRUE,51651,邵逸夫,TRUE,6132465,Run Run Shaw,5,Person,2
1138,2014,6-Jan,Janet Yellen,627769,TRUE,1800128,جانيت يلين,TRUE,1484254,珍妮特·耶倫,TRUE,6019767,Janet Yellen,5,Person,2
1141,2014,5-Jan,"Bangladeshi general election, 2014",32644091,FALSE,,,TRUE,3785246,2014年孟加拉國大選,TRUE,6151163,Elecciones generales de Bangladés de 2014,1,Society and social science,3
1144,2014,20-Feb,Ole Einar Bjørndalen,40377,TRUE,1448859,أوله أينار بيورندالن,TRUE,3825962,奥勒·埃纳尔·比约恩达伦,TRUE,913796,Ole Einar Bjørndalen,2,Person,4
1146,2014,17-Feb,Human rights in North Korea,1565499,TRUE,3754476,حقوق الإنسان في كوريا الشمالية,TRUE,718481,朝鮮民主主義人民共和國人權,TRUE,7698149,Derechos humanos en Corea del Norte,-1,None,6
1147,2014,15-Feb,Lebanese government of April 2013,39022807,TRUE,1945791,الحكومة اللبنانية 73 (شباط 2014),FALSE,,,FALSE,,,4,None,3
1148,2014,15-Feb,Renaud Lavillenie,21893993,TRUE,2441215,رينو لافيينيه,TRUE,3834725,雷诺·拉维勒尼,TRUE,4833500,Renaud Lavillenie,2,Person,4
1149,2014,14-Feb,Tom Finney,722975,TRUE,3115448,توم فيني,TRUE,289275,湯·芬尼,TRUE,6188317,Tom Finney,5,Person,2
1150,2014,13-Feb,Clovis culture,696591,FALSE,,,TRUE,1136006,克洛維斯文化,TRUE,342327,Cultura clovis,-1,None,6
1151,2014,13-Feb,Balu Mahendra,1371262,FALSE,,,TRUE,3830373,巴卢·马亨德拉,FALSE,,,5,Person,2
1153,2014,9-Feb,"Swiss referendums, 2014",41401204,FALSE,,,TRUE,4888061,2014年瑞士公投,FALSE,,,-1,None,6
1154,2014,7-Feb,Happisburgh footprints,41873350,TRUE,3698800,آثار أقدام هايسبرو,TRUE,3826565,黑斯堡足跡,FALSE,,,6,None,1
1155,2014,7-Feb,2014 Winter Olympics,893219,TRUE,893448,الألعاب الأولمبية الشتوية 2014,TRUE,313773,2014年冬季奥林匹克运动会,TRUE,159471,Juegos Olímpicos de Sochi 2014,2,Sports,4
1156,2014,7-Feb,2014 Winter Olympics opening ceremony,41009640,TRUE,1953067,حفل افتتاح الألعاب الأولمبية الشتوية 2014,TRUE,3824238,2014年冬季奧林匹克運動會開幕式,TRUE,6171850,Ceremonia de apertura de los Juegos Olímpicos de Sochi 2014,2,Other,4
1157,2014,2-Feb,Philip Seymour Hoffman,564099,TRUE,238883,فيليب سيمور هوفمان,TRUE,238716,菲臘·西摩·荷夫曼,TRUE,307762,Philip Seymour Hoffman,6,Person,1
1158,2014,2-Feb,Super Bowl XLVIII,4057023,FALSE,,,TRUE,3816606,第四十八屆超級盃,TRUE,5541384,Super Bowl XLVIII,2,Sports,4
1159,2014,31-Mar,Whaling in Japan,895441,FALSE,,,TRUE,331932,日本捕鲸业,FALSE,,,4,None,3
1161,2014,28-Mar,Jens Stoltenberg,192080,TRUE,655237,ينس ستولتنبرغ,TRUE,176700,延斯·斯托尔滕贝格,TRUE,569342,Jens Stoltenberg,6,Person,1
1163,2014,27-Mar,Poliomyelitis eradication,9901652,TRUE,3646520,استئصال شلل الأطفال,FALSE,,,TRUE,6244025,Erradicación de la poliomielitis,2,None,4
1165,2014,27-Mar,Iwao Hakamada,17834089,FALSE,,,FALSE,,,TRUE,5662210,Iwao Hakamada,2,Person,4
1166,2014,26-Mar,Kakuryū Rikisaburō,11831092,FALSE,,,TRUE,5622131,鶴龍力三郎,TRUE,6147529,Kakuryū Rikisaburō,2,Person,4
1169,2014,24-Mar,Malaysia Airlines Flight 370,42142305,TRUE,1967817,الخطوط الجوية الماليزية الرحلة 370,TRUE,3892177,马来西亚航空370号班机空难,TRUE,6216089,Vuelo 370 de Malaysia Airlines,0,Society and social science,5
1170,2014,23-Mar,Adolfo Suárez,403073,TRUE,961632,أدولفو سواريث,TRUE,333717,阿道弗·苏亚雷斯,TRUE,40738,Adolfo Suárez,5,Person,2
1172,2014,22-Mar,Republic of Crimea,42237483,TRUE,2098002,جمهورية القرم,TRUE,3897265,克里米亞共和國,TRUE,5287967,República de Crimea,-1,Geography and place,6
1173,2014,22-Mar,Ukraine–European Union Association Agreement,39410190,FALSE,,,TRUE,5497926,烏克蘭 - 歐盟聯合協議,TRUE,6280763,Acuerdo de Asociación entre Ucrania y la Unión Europea,-1,Society and social science,6
1174,2014,20-Mar,Fred Phelps,160821,FALSE,,,TRUE,1152060,弗雷德·菲尔普斯,TRUE,443986,Fred Phelps,5,Person,2
1176,2014,15-Mar,2014 Six Nations Championship,39129855,FALSE,,,FALSE,,,TRUE,5805959,Torneo de las Seis Naciones 2014,2,Society and social science,4
1177,2014,15-Mar,DNS root zone,286054,FALSE,,,FALSE,,,TRUE,6450130,Zona raíz del DNS,-1,None,6
1178,2014,14-Mar,Tony Benn,100413,TRUE,325482,توني بين,TRUE,3899544,托尼·本恩,TRUE,6880333,Tony Benn,5,Person,2
1179,2014,11-Mar,Bob Crow,244656,FALSE,,,TRUE,3897648,鮑勃·克勞,FALSE,,,5,Person,2
1181,2014,8-Mar,Malaysia Airlines Flight 370,42142305,TRUE,1967817,الخطوط الجوية الماليزية الرحلة 370,TRUE,3892177,马来西亚航空370号班机空难,TRUE,6216089,Vuelo 370 de Malaysia Airlines,0,Society and social science,5
1182,2014,7-Mar,2014 Winter Paralympics,2311504,TRUE,1969915,الألعاب البارالمبية الشتوية 2014,TRUE,1370230,2014年冬季帕拉林匹克運動會,TRUE,2879969,Juegos Paralímpicos de Sochi 2014,2,None,4
1184,2014,7-Mar,Germain Katanga,13850348,FALSE,,,FALSE,,,TRUE,6218519,Germain Katanga,4,Person,3
1185,2014,6-Mar,Frank Jobe,5249851,FALSE,,,FALSE,,,TRUE,6216220,Frank Jobe,5,Person,2
1188,2014,3-Mar,Pithovirus,42104047,TRUE,1965847,فيروس بيثو,TRUE,3889593,闊口罐病毒,TRUE,6211215,Pithovirus,6,None,1
1189,2014,3-Mar,86th Academy Awards,26821361,TRUE,1911168,حفل توزيع جوائز الأوسكار السادس والثمانون,TRUE,3740878,第86屆奧斯卡金像獎,TRUE,3379540,Anexo:86.º Premios Óscar,2,Art and culture,4
1192,2014,30-Apr,Neil Robertson (snooker player),2515605,TRUE,3587317,نيل روبرتسون (لاعب سنوكر),TRUE,4371335,尼爾·羅伯森,TRUE,3687097,Neil Robertson,2,Person,4
1194,2014,30-Apr,Bob Hoskins,164228,TRUE,1190806,بوب هوسكينز,TRUE,3963431,鲍勃·霍斯金斯,TRUE,1016606,Bob Hoskins,5,Person,2
1199,2014,23-Apr,2014 Katanga train derailment,42570434,FALSE,,,TRUE,3948239,2014年加丹加出軌事故,TRUE,6277276,Accidente ferroviario en Katanga de 2014,0,Other,5
