postid,lang,postyear,postdatetime,pageid,article_firstedit_ever_revid,article_firstedit_ever_date,article_firstedit_ever_timestamp,article_firstedit_ever_size,totaledits_byall,totaledits_byregistered,unique_all_editors,unique_registered_editors,total_size_added,sizeadded_byregistered,firstedit_revid,firstedit_timestamp,endfirstday_revid,endfirstweek_revid,firstmonth_revid,topic,category,updated_topic
1043,es,2013,10/14/13,6026019,70194216,10/14/13,2013-10-14T16:14:25Z,268,12,7,5,3,1780,1740,70194216,10/14/13 16:14,70197033,70309362,70336503,2,Person,4
1045,en,2013,10/12/13,3995991,38686024,2/7/06,2006-02-07T23:43:23Z,271,69,65,28,25,3280,3044,577040488,10/13/13 21:06,577058507,577699283,579412280,2,Person,4
1045,es,2013,10/12/13,2755068,28447287,7/28/09,2009-07-28T20:00:32Z,2291,34,33,7,6,1932,1921,70185031,10/14/13 1:20,70199950,70247313,70727774,2,Person,4
1046,en,2013,10/11/13,40755107,576531510,10/10/13,2013-10-10T02:40:37Z,1760,480,311,180,94,19483,41330,576659062,10/11/13 0:11,576791660,577532484,581049280,0,Science and nature,5
1046,zh,2013,10/11/13,3675421,28872744,10/10/13,2013-10-10T07:57:19Z,1280,87,52,29,14,15612,15461,28882462,10/11/13 10:00,28885627,28941445,29176897,0,Science and nature,5
1046,es,2013,10/11/13,6022317,70132374,10/11/13,2013-10-11T03:48:37Z,3048,52,47,14,9,12925,12844,70132374,10/11/13 3:48,70143929,70260352,70621724,0,Science and nature,5
1047,en,2013,10/11/13,36832,64499,2/25/02,2002-02-25T15:43:11Z,405,126,91,58,38,2935,5627,576695217,10/11/13 8:27,576791359,577458272,578371122,-1,Society and social science,6
1047,ar,2013,10/11/13,1782534,11660895,9/19/13,2013-09-19T14:04:07Z,7346,5,5,4,3,563,563,11777494,10/12/13 5:57,11777503,11781940,11899168,-1,Society and social science,6
1047,zh,2013,10/11/13,3676523,28882100,10/11/13,2013-10-11T09:09:57Z,242,57,54,13,10,11000,10899,28882100,10/11/13 9:09,28882564,28937241,29149766,-1,Society and social science,6
1047,es,2013,10/11/13,4460204,43916337,2/8/11,2011-02-08T12:02:28Z,2412,5,4,5,4,1546,1445,70134349,10/11/13 9:08,70143594,70201407,70201407,-1,Society and social science,6
1048,en,2013,10/10/13,331379,1502824,9/29/03,2003-09-29T22:47:35Z,748,99,68,68,45,4193,5394,576623530,10/10/13 19:04,576657575,577576194,580866701,5,Person,2
1048,ar,2013,10/10/13,3284330,21116809,9/15/16,2016-09-15T23:25:07Z,5225,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
1048,zh,2013,10/10/13,369860,2531815,9/2/06,2006-09-02T17:58:56Z,1107,12,11,4,3,4144,4133,28878484,10/10/13 22:16,28878598,28900494,28949239,5,Person,2
1048,es,2013,10/10/13,6022004,70126258,10/10/13,2013-10-10T21:00:35Z,1556,13,13,2,1,3946,3946,70126258,10/10/13 21:00,70129391,70207790,70207790,5,Person,2
1049,en,2013,10/10/13,290474,1313860,8/6/03,2003-08-06T15:58:27Z,1045,276,202,136,85,5312,3798,576570207,10/10/13 11:02,576657173,577550423,580474955,2,Person,4
1049,ar,2013,10/10/13,1800334,11768191,10/10/13,2013-10-10T11:35:11Z,358,12,7,8,4,5266,1181,11768191,10/10/13 11:35,11768758,11777497,11777497,2,Person,4
1049,zh,2013,10/10/13,1141607,11335818,10/7/09,2009-10-07T15:09:14Z,570,72,64,23,19,12990,12134,28874458,10/10/13 11:01,28878626,28926326,29101241,2,Person,4
1049,es,2013,10/10/13,1252817,12236555,10/21/07,2007-10-21T23:17:40Z,536,67,49,40,23,1733,1170,70117544,10/10/13 11:03,70129457,70245540,70702032,2,Person,4
1050,en,2013,10/10/13,33983258,464554980,12/7/11,2011-12-07T11:49:22Z,1730,151,116,86,61,7628,12734,576534977,10/10/13 3:22,576656736,577517038,580838725,2,Person,4
1050,ar,2013,10/10/13,1472398,9668011,10/10/12,2012-10-10T16:28:15Z,1893,4,4,4,3,136,136,11771188,10/10/13 20:10,11771188,11779821,11779821,2,Person,4
1050,zh,2013,10/10/13,3099223,23275899,10/15/12,2012-10-15T19:00:25Z,4044,13,11,7,5,708,743,28877809,10/10/13 17:10,28877822,28894377,29070203,2,Person,4
1050,es,2013,10/10/13,5436734,60401902,10/10/12,2012-10-10T18:19:10Z,1274,73,31,28,10,1542,5029,70118190,10/10/13 12:17,70118493,70248135,70621299,2,Person,4
1051,en,2013,10/10/13,1055590,6478376,10/10/04,2004-10-10T21:12:51Z,1349,12,9,10,9,411,375,576565778,10/10/13 10:07,576645722,576771157,578457389,2,Art and culture,4
1051,ar,2013,10/10/13,1191200,7879554,12/14/11,2011-12-14T23:56:41Z,889,3,3,1,0,8,8,11770895,10/10/13 19:26,11770913,11770913,11770913,2,Art and culture,4
1051,zh,2013,10/10/13,630699,5214880,9/27/07,2007-09-27T08:47:11Z,352,5,5,3,2,-160,-160,28877374,10/10/13 16:08,28877968,28877968,28877968,2,Art and culture,4
1051,es,2013,10/10/13,217807,1550534,10/26/05,2005-10-26T18:20:16Z,1752,2,2,1,0,221,221,70118209,10/10/13 12:20,70118217,70118217,70118217,2,Art and culture,4
1052,en,2013,10/9/13,37222653,516036007,10/4/12,2012-10-04T21:16:13Z,527,64,52,25,16,8143,7137,576386034,10/9/13 4:02,576504608,577016033,580186353,1,Society and social science,3
1052,ar,2013,10/9/13,3330902,21633667,11/11/16,2016-11-11T18:18:01Z,1212,0,0,0,0,0,0,0,0,0,0,0,1,Society and social science,3
1052,es,2013,10/9/13,6019413,70082387,10/8/13,2013-10-08T18:29:24Z,1559,14,14,2,1,6358,6358,70125885,10/10/13 20:39,70126063,70173269,70173269,1,Society and social science,3
1053,en,2013,10/7/13,1568873,17247324,3/4/05,2005-03-04T16:17:46Z,304,98,81,53,37,4035,3459,576114613,10/7/13 9:34,576207418,577081321,579520570,5,Person,2
1053,ar,2013,10/7/13,1799337,11763218,10/9/13,2013-10-09T07:41:51Z,4536,9,9,2,1,499,499,11763218,10/9/13 7:41,11763229,11772348,11772348,5,Person,2
1053,zh,2013,10/7/13,1795787,18926782,1/14/12,2012-01-14T09:01:50Z,1471,29,26,13,10,1684,1619,28846536,10/7/13 9:41,28850577,28883673,29091948,5,Person,2
1053,es,2013,10/7/13,6017789,70055813,10/7/13,2013-10-07T10:23:39Z,181,15,12,5,3,3651,3650,70055813,10/7/13 10:23,70059872,70071946,70412836,5,Person,2
1054,en,2013,10/7/13,1568950,17247383,3/4/05,2005-03-04T16:44:10Z,383,88,68,46,33,2452,2248,576114722,10/7/13 9:35,576207569,576942772,580154161,5,Person,2
1054,ar,2013,10/7/13,1798886,11760028,10/8/13,2013-10-08T17:01:48Z,4762,13,13,2,1,616,616,11760028,10/8/13 17:01,11760202,11772245,11772245,5,Person,2
1054,zh,2013,10/7/13,1717421,18219706,11/2/11,2011-11-02T11:41:27Z,831,28,28,8,7,4405,4405,28846595,10/7/13 9:50,28849992,28872740,29055727,5,Person,2
1054,es,2013,10/7/13,6017794,70055987,10/7/13,2013-10-07T10:42:47Z,204,16,15,6,5,2993,2993,70055987,10/7/13 10:42,70060083,70060083,70060083,5,Person,2
1058,en,2013,10/3/13,65656,253978,5/1/01,2001-05-01T18:48:00Z,353,63,39,47,30,734,941,575515275,10/3/13 0:39,575656949,576413817,579922096,-1,Other,6
1058,ar,2013,10/3/13,3903,19415,8/31/04,2004-08-31T22:12:57Z,68,1,0,1,0,0,0,11736861,10/3/13 8:08,11736861,11736861,11736861,-1,Other,6
1058,zh,2013,10/3/13,57856,238317,12/13/04,2004-12-13T23:06:05Z,112,9,8,6,5,-185,-182,28807022,10/3/13 5:43,28807022,28846811,28846811,-1,Other,6
1058,es,2013,10/3/13,937175,26914,8/19/03,2003-08-19T03:21:54Z,3079,6,4,4,2,-18,10,70003338,10/4/13 11:13,70003338,70033358,70211390,-1,Other,6
1059,en,2013,11/29/13,41228406,583865394,11/30/13,2013-11-30T03:36:44Z,1574,180,165,58,44,11761,10943,583865394,11/30/13 3:36,583970672,584716185,588161758,0,Society and social science,5
1059,ar,2013,11/29/13,1855314,12073180,12/1/13,2013-12-01T08:47:42Z,1241,11,11,5,4,1106,1106,12073180,12/1/13 8:47,12074836,12113874,12230730,0,Society and social science,5
1059,zh,2013,11/29/13,3739279,29369192,11/30/13,2013-11-30T16:20:14Z,3505,15,12,8,5,1483,1477,29369192,11/30/13 16:20,29369192,29406102,29604929,0,Society and social science,5
1059,es,2013,11/29/13,6087910,71118199,12/1/13,2013-12-01T23:52:08Z,325,28,28,5,4,7962,7962,71118199,12/1/13 23:52,71118324,71267226,71523632,0,Society and social science,5
1060,en,2013,11/28/13,1484768,11488158,2/9/05,2005-02-09T08:52:31Z,256,51,31,32,16,1250,1058,583601277,11/28/13 0:33,583713297,584319616,586172075,4,Person,3
1060,ar,2013,11/28/13,3337781,21693751,11/18/16,2016-11-18T22:43:57Z,663,0,0,0,0,0,0,0,0,0,0,0,4,Person,3
1060,zh,2013,11/28/13,1010162,9599728,3/19/09,2009-03-19T01:54:59Z,1571,5,2,4,1,37,27,29360650,11/29/13 23:59,29360650,29367829,29367829,4,Person,3
1060,es,2013,11/28/13,2414771,25354506,4/5/09,2009-04-05T15:26:28Z,2434,2,0,1,0,-47,0,71073590,11/29/13 6:53,71073599,71073599,71073599,4,Person,3
1061,en,2013,11/27/13,390502,4523624,12/6/03,2003-12-06T10:53:21Z,1365,59,48,38,29,2254,1321,583466855,11/27/13 1:02,583596469,584150923,587555825,-1,None,6
1061,zh,2013,11/27/13,3735943,29341724,11/28/13,2013-11-28T01:48:29Z,792,4,4,2,1,75,75,29341724,11/28/13 1:48,29347234,29347234,29347234,-1,None,6
1061,es,2013,11/27/13,3212921,32980508,1/13/10,2010-01-13T12:08:23Z,3975,1,1,1,0,0,0,71158312,12/3/13 19:38,71158312,71158312,71158312,-1,None,6
1062,en,2013,11/22/13,2180797,18266970,7/6/05,2005-07-06T16:32:51Z,2341,80,65,33,22,4458,4226,582752658,11/22/13 0:48,582887767,583719915,585068060,5,Person,2
1062,es,2013,11/22/13,6074731,70938929,11/22/13,2013-11-22T02:32:20Z,439,29,10,6,5,7480,1455,70938929,11/22/13 2:32,70948375,71035342,71035342,5,Person,2
1063,en,2013,11/22/13,32768829,445211899,8/16/11,2011-08-16T20:41:20Z,355,165,119,64,40,4137,3967,582774894,11/22/13 4:51,582885875,583624364,587132490,2,None,4
1063,ar,2013,11/22/13,1640837,10794181,4/5/13,2013-04-05T15:00:05Z,7016,4,4,3,2,1136,1136,12023058,11/22/13 20:36,12023065,12024772,12067157,2,None,4
1063,zh,2013,11/22/13,3395614,25947181,3/26/13,2013-03-26T21:46:47Z,1548,5,5,2,1,2304,2304,29299512,11/23/13 12:54,29299521,29299521,29375935,2,None,4
1063,es,2013,11/22/13,5940335,68789357,8/2/13,2013-08-02T22:30:31Z,9873,35,24,13,5,12519,12092,70944696,11/22/13 14:55,70952551,71014453,71014453,2,None,4
1065,en,2013,11/19/13,41126862,582359148,11/19/13,2013-11-19T11:25:34Z,944,229,215,58,49,9747,9198,582359148,11/19/13 11:25,582447843,583298398,584591563,0,Other,5
1065,ar,2013,11/19/13,1841972,12012961,11/21/13,2013-11-21T01:46:46Z,1654,8,8,6,5,3763,3763,12012961,11/21/13 1:46,12017109,12050814,12050814,0,Other,5
1065,zh,2013,11/19/13,3729422,29289149,11/22/13,2013-11-22T11:02:05Z,956,7,7,2,1,1486,1486,29289149,11/22/13 11:02,29291569,29297584,29297584,0,Other,5
1066,en,2013,11/18/13,19335567,238683244,9/15/08,2008-09-15T22:39:31Z,335,112,89,63,45,1672,1838,582136714,11/18/13 1:43,582286526,582958930,586250370,-1,Science and nature,6
1066,ar,2013,11/18/13,1840523,12000950,11/19/13,2013-11-19T15:02:10Z,1613,7,7,4,3,2506,2506,12000950,11/19/13 15:02,12003030,12028024,12028024,-1,Science and nature,6
1066,zh,2013,11/18/13,1339267,13718702,7/14/10,2010-07-14T15:00:01Z,4669,10,5,6,4,601,547,29260181,11/19/13 4:53,29266748,29277942,29277942,-1,Science and nature,6
1066,es,2013,11/18/13,6069441,70864742,11/18/13,2013-11-18T09:32:57Z,3226,12,10,8,7,2150,2101,70864742,11/18/13 9:32,70875811,70908883,70908883,-1,Science and nature,6
1068,en,2013,11/17/13,88893,304996,9/21/02,2002-09-21T17:21:16Z,41,130,100,74,53,2405,2098,582051266,11/17/13 14:03,582121216,583052875,585508095,5,Person,2
1068,ar,2013,11/17/13,235374,1053687,10/11/07,2007-10-11T14:17:42Z,1944,3,3,2,1,25,25,11986177,11/17/13 20:15,11986442,11986442,11986442,5,Person,2
1068,zh,2013,11/17/13,639778,5323406,10/11/07,2007-10-11T11:27:38Z,324,19,19,12,11,940,940,29247582,11/17/13 15:52,29247629,29272991,29405076,5,Person,2
1068,es,2013,11/17/13,77080,319981,10/22/04,2004-10-22T13:47:30Z,371,49,42,14,9,4324,4371,70848939,11/17/13 13:39,70857720,70975708,70975708,5,Person,2
1069,en,2013,11/16/13,34900731,479080468,2/27/12,2012-02-27T07:06:18Z,1546,33,24,13,10,1799,1941,581944869,11/16/13 18:42,581944869,582948911,583702959,1,Society and social science,3
1069,es,2013,11/16/13,7840522,97710852,3/20/17,2017-03-20T22:10:04Z,6962,0,0,0,0,0,0,0,0,0,0,0,1,Society and social science,3
1073,en,2013,11/12/13,41066300,581423754,11/13/13,2013-11-13T02:28:38Z,2375,78,74,24,20,7231,7173,581423754,11/13/13 2:28,581551631,582446967,582496538,-1,Art and culture,6
1073,es,2013,11/12/13,6072016,70903364,11/20/13,2013-11-20T09:03:32Z,683,7,2,3,2,798,19,70903364,11/20/13 9:03,70908211,70923910,70923910,-1,Art and culture,6
1074,en,2013,11/12/13,206186,804577,4/5/03,2003-04-05T03:44:36Z,88,33,31,26,24,571,563,581428530,11/13/13 3:16,581525537,582086107,584632358,5,Person,2
1074,ar,2013,11/12/13,2654819,15822489,5/4/15,2015-05-04T17:26:13Z,6291,0,0,0,0,0,0,0,0,0,0,0,5,Person,2
1074,zh,2013,11/12/13,1105677,10854012,8/11/09,2009-08-11T22:20:25Z,60073,3,3,1,0,15,15,29338247,11/27/13 13:27,29338267,29338267,29338267,5,Person,2
1074,es,2013,11/12/13,102375,908591,1/29/05,2005-01-29T10:00:58Z,1374,44,44,3,2,6483,6483,70798635,11/14/13 13:48,70805722,70898142,70898142,5,Person,2
1075,en,2013,11/12/13,190288,713263,3/2/03,2003-03-02T01:02:22Z,872,175,147,47,33,12022,9704,581355234,11/12/13 17:08,581408083,582360914,585579345,5,None,2
1075,ar,2013,11/12/13,3132718,19320043,4/9/16,2016-04-09T23:55:03Z,2173,0,0,0,0,0,0,0,0,0,0,0,5,None,2
1075,zh,2013,11/12/13,1176152,11751223,12/2/09,2009-12-02T14:31:06Z,463,8,5,5,2,659,659,29200476,11/13/13 3:17,29207137,29217878,29217878,5,None,2
1075,es,2013,11/12/13,532906,4708706,9/14/06,2006-09-14T08:58:31Z,5356,16,14,7,6,1090,1554,70762986,11/12/13 20:40,70763320,70883801,70883801,5,None,2
1077,en,2013,11/10/13,32984771,448552360,9/5/11,2011-09-05T08:29:30Z,687,58,51,26,19,18449,18225,581024243,11/10/13 10:42,581088959,582029501,584558267,2,None,4
1077,zh,2013,11/10/13,3421223,26166142,4/12/13,2013-04-12T16:30:06Z,10691,0,0,0,0,0,0,0,0,0,0,0,2,None,4
1077,es,2013,11/10/13,5369114,59158298,8/27/12,2012-08-27T17:12:08Z,7751,9,7,4,2,2815,2813,70711380,11/10/13 10:44,70721671,70752324,70752324,2,None,4
1080,en,2013,11/7/13,9474,249118,7/27/01,2001-07-27T10:44:08Z,638,26,11,21,10,-1508,-90,580601902,11/7/13 14:12,580602613,581383825,583923750,-1,Society and social science,6
1080,ar,2013,11/7/13,559481,3035456,4/8/09,2009-04-08T14:28:42Z,688,0,0,0,0,0,0,0,0,0,0,0,-1,Society and social science,6
1080,zh,2013,11/7/13,159889,1016379,9/18/05,2005-09-18T08:17:19Z,331,1,1,1,0,0,0,29197419,11/12/13 15:07,29197419,29197419,29197419,-1,Society and social science,6
1080,es,2013,11/7/13,32606,98515,2/18/04,2004-02-18T17:47:08Z,1779,0,0,0,0,0,0,0,0,0,0,0,-1,Society and social science,6
1084,en,2013,11/5/13,36627950,505668109,8/4/12,2012-08-04T01:17:13Z,378,533,431,156,96,17009,23680,580254568,11/5/13 3:45,580364477,581280177,584524031,-1,Science and nature,6
1084,ar,2013,11/5/13,1535916,10057011,12/31/12,2012-12-31T12:43:47Z,2943,14,14,8,7,1367,1367,11920877,11/5/13 14:02,11920940,11937801,12077173,-1,Science and nature,6
1084,zh,2013,11/5/13,3709782,29126370,11/5/13,2013-11-05T13:17:55Z,5479,13,12,5,4,913,857,29126370,11/5/13 13:17,29128067,29138446,29383594,-1,Science and nature,6
1084,es,2013,11/5/13,6051694,70608246,11/4/13,2013-11-04T22:51:55Z,1982,20,20,3,2,3773,3773,70614810,11/5/13 7:13,70630396,70638315,70957613,-1,Science and nature,6
1086,en,2013,11/3/13,39193767,551753283,4/23/13,2013-04-23T06:09:52Z,625,64,62,19,17,9311,10634,580041601,11/3/13 19:06,580047826,580805635,583970362,2,Sports,4
1086,ar,2013,11/3/13,2648726,15782630,4/30/15,2015-04-30T19:41:18Z,2031,0,0,0,0,0,0,0,0,0,0,0,2,Sports,4
1087,en,2013,11/3/13,3005707,26559330,10/26/05,2005-10-26T21:08:03Z,2126,37,22,26,19,4372,-1854,580025079,11/3/13 17:02,580076160,581017723,584410015,6,None,1
1087,ar,2013,11/3/13,1827305,11923063,11/5/13,2013-11-05T19:39:21Z,13677,15,15,4,3,5300,5300,11923063,11/5/13 19:39,11923910,11947896,12051160,6,None,1
1088,en,2013,11/3/13,40908084,579029969,10/28/13,2013-10-28T00:04:11Z,2804,39,38,10,9,6293,6277,579950697,11/3/13 2:19,580043857,580339563,580339563,2,Sports,4
1088,zh,2013,11/3/13,3695290,29036135,10/27/13,2013-10-27T09:41:36Z,2179,33,33,2,1,865,865,29105117,11/3/13 9:11,29108893,29120038,29120038,2,Sports,4
1089,en,2013,11/1/13,22990934,292877318,5/28/09,2009-05-28T13:43:47Z,1457,119,77,74,44,-10541,-10980,579758467,11/1/13 16:56,579801277,580667304,584016654,0,Person,5
1089,ar,2013,11/1/13,857434,5194930,5/3/10,2010-05-03T21:40:55Z,1914,15,12,6,5,939,822,11902228,11/2/13 4:45,11905541,11937014,12037604,0,Person,5
1089,zh,2013,11/1/13,3710982,29134682,11/6/13,2013-11-06T12:23:43Z,4980,4,4,2,1,327,327,29134682,11/6/13 12:23,29134682,29143677,29143677,0,Person,5
1089,es,2013,11/1/13,6049962,70586095,11/3/13,2013-11-03T20:52:40Z,1701,18,15,8,6,3888,3887,70586095,11/3/13 20:52,70588145,70604747,70986318,0,Person,5
1091,en,2013,12/31/13,9472,336012564,10/9/01,2001-10-09T15:16:08Z,5635,44,28,31,18,-648,-578,588514643,12/31/13 12:22,588577402,589584465,593017452,-1,Society and social science,6
1091,ar,2013,12/31/13,1293,975,2/11/04,2004-02-11T00:40:52Z,109,7,4,6,3,0,0,12279456,1/2/14 22:08,12279456,12315126,12393355,-1,Society and social science,6
1091,zh,2013,12/31/13,13545,46291,2/23/04,2004-02-23T20:28:53Z,21,11,8,8,6,95,110,29689896,12/31/13 14:03,29689896,29729510,29989897,-1,Society and social science,6
1091,es,2013,12/31/13,1013,2075,12/18/01,2001-12-18T11:56:33Z,109,16,9,9,5,1338,1476,71655140,12/31/13 14:56,71655140,71702359,72066932,-1,Society and social science,6
1094,en,2013,12/28/13,22372406,283209331,4/11/09,2009-04-11T17:34:47Z,2802,38,32,17,13,3808,12411,588070929,12/28/13 14:19,588129047,589013315,591107215,0,Science and nature,5
1094,zh,2013,12/28/13,2821897,21330248,5/24/12,2012-05-24T07:58:32Z,3739,2,0,1,0,87,0,29731543,1/4/14 13:38,29731631,29731631,29731631,0,Science and nature,5
1095,en,2013,12/24/13,1208,234785,11/12/01,2001-11-12T19:39:34Z,2854,235,188,107,75,6931,13396,587445440,12/24/13 0:01,587577808,588426982,591988869,5,Person,2
1095,ar,2013,12/24/13,66981,319655,9/16/06,2006-09-16T15:16:58Z,3090,7,6,4,3,-244,-244,12229814,12/25/13 13:47,12229814,12237839,12366763,5,Person,2
1095,zh,2013,12/24/13,3999,11429,8/23/03,2003-08-23T08:33:13Z,738,20,17,11,8,978,1029,29613940,12/24/13 4:20,29618045,29667471,29667471,5,Person,2
1095,es,2013,12/24/13,9382,21577,8/4/03,2003-08-04T16:54:13Z,553,42,30,17,11,2673,4891,71547230,12/24/13 10:26,71549278,71652877,71967391,5,Person,2
1096,en,2013,12/20/13,299696,1312943,8/19/03,2003-08-19T09:06:44Z,1970,135,116,67,53,6922,8992,586877910,12/20/13 1:25,587024714,587819753,589416269,5,Person,2
1096,ar,2013,12/20/13,1877033,12198858,12/21/13,2013-12-21T13:45:44Z,1242,19,18,6,5,3013,2990,12198858,12/21/13 13:45,12201305,12217762,12257319,5,Person,2
1096,zh,2013,12/20/13,1489930,15288842,12/28/10,2010-12-28T07:42:48Z,2449,14,13,10,9,2009,2305,29578255,12/20/13 11:32,29578928,29603490,29603490,5,Person,2
1096,es,2013,12/20/13,797277,7366319,3/5/07,2007-03-05T19:31:48Z,1813,11,3,10,2,460,110,71483106,12/20/13 8:04,71485210,71568545,71698251,5,Person,2
1097,en,2013,12/19/13,801330,4533787,7/9/04,2004-07-09T20:39:07Z,355,112,88,67,47,5470,25033,586724877,12/19/13 1:46,586857604,587632505,590381744,-1,Science and nature,6
1097,ar,2013,12/19/13,1854505,12068757,11/30/13,2013-11-30T11:50:46Z,8771,15,15,2,1,477,477,12190881,12/20/13 11:05,12192580,12199260,12199260,-1,Science and nature,6
1097,zh,2013,12/19/13,3593599,28279872,8/18/13,2013-08-18T15:49:31Z,14191,3,2,3,2,-4,-1,29569046,12/19/13 15:48,29569046,29589228,29589228,-1,Science and nature,6
1097,es,2013,12/19/13,434185,3720294,6/28/06,2006-06-28T22:36:40Z,244,8,5,6,3,446,423,71487691,12/20/13 16:29,71487691,71563360,71673403,-1,Science and nature,6
1100,en,2013,12/15/13,34587830,474762973,2/3/12,2012-02-03T10:14:36Z,2828,57,54,14,12,9656,9649,586200617,12/15/13 15:54,586248546,587145653,590112667,1,Society and social science,3
1100,ar,2013,12/15/13,2448632,14749504,1/16/15,2015-01-16T20:49:45Z,2094,0,0,0,0,0,0,0,0,0,0,0,1,Society and social science,3
1100,zh,2013,12/15/13,3760493,29523740,12/15/13,2013-12-15T19:26:44Z,1285,11,11,4,3,30392,30392,29523740,12/15/13 19:26,29523740,29581575,29581575,1,Society and social science,3
1100,es,2013,12/15/13,4316766,30600644,10/15/09,2009-10-15T13:55:24Z,43,63,45,22,14,17930,20695,71405515,12/15/13 16:24,71412040,71511839,71854776,1,Society and social science,3
1102,en,2013,12/14/13,25781922,337433703,1/12/10,2010-01-12T18:50:37Z,636,219,194,54,36,3744,3536,585993125,12/14/13 2:21,586111824,586970612,590284953,6,Science and nature,1
1102,ar,2013,12/14/13,1857458,12084992,12/2/13,2013-12-02T22:25:21Z,2190,8,8,2,1,1183,1183,12161537,12/14/13 22:50,12161537,12175118,12175118,6,Science and nature,1
1102,zh,2013,12/14/13,1456053,14813618,11/2/10,2010-11-02T10:21:04Z,588,59,41,23,15,5596,8829,29509935,12/14/13 13:13,29512420,29581174,29701133,6,Science and nature,1
1102,es,2013,12/14/13,5375914,59279164,8/31/12,2012-08-31T19:52:15Z,8056,13,8,6,3,664,559,71391688,12/14/13 18:16,71391688,71455436,71836464,6,Science and nature,1
1103,en,2013,12/14/13,41295436,584950611,12/7/13,2013-12-07T04:53:50Z,3721,159,125,61,43,5178,16990,586038934,12/14/13 12:49,586105490,586970204,588636287,-1,Science and nature,6
1103,zh,2013,12/14/13,3741644,29387737,12/2/13,2013-12-02T13:18:39Z,2184,33,21,18,13,5701,5031,29504956,12/14/13 4:52,29513718,29558202,29823722,-1,Science and nature,6
1103,es,2013,12/14/13,6106337,71426078,12/16/13,2013-12-16T20:32:21Z,489,6,6,1,0,344,344,71426078,12/16/13 20:32,71426344,71426344,71426344,-1,Science and nature,6
1104,en,2013,12/12/13,12846013,152368084,8/20/07,2007-08-20T01:47:42Z,2026,308,284,118,98,27992,26807,585780153,12/12/13 18:41,585826111,586817729,590145459,6,Person,1
1104,ar,2013,12/12/13,1868639,12156441,12/14/13,2013-12-14T03:33:18Z,6309,12,11,6,5,1245,1269,12156441,12/14/13 3:33,12158565,12186097,12226565,6,Person,1
1104,zh,2013,12/12/13,1089012,10630664,7/18/09,2009-07-18T01:17:50Z,460,93,57,54,36,6153,1915,29482753,12/12/13 0:57,29492754,29541746,29801420,6,Person,1
1104,es,2013,12/12/13,6097234,71286003,12/9/13,2013-12-09T19:25:38Z,4622,35,22,21,11,196,-2091,71345700,12/12/13 21:49,71347691,71434631,71730032,6,Person,1
1105,en,2013,12/7/13,41296425,584971080,12/7/13,2013-12-07T09:34:34Z,494,91,84,34,27,11033,10966,584971080,12/7/13 9:34,585057395,585817509,587299129,-1,Society and social science,6
1105,ar,2013,12/7/13,2798419,16508007,8/1/15,2015-08-01T21:13:00Z,2240,0,0,0,0,0,0,0,0,0,0,0,-1,Society and social science,6
1105,es,2013,12/7/13,6163535,72193283,1/28/14,2014-01-28T23:15:58Z,3111,0,0,0,0,0,0,0,0,0,0,0,-1,Society and social science,6
